Province/State,Country/Region,Last_Update,Latitude,Longitude,Confirmed,Deaths,Recovered
Louisiana,US,3/22/20 23:45,31.07796211,-92.00079449,1,0,0
Louisiana,US,3/22/20 23:45,30.64836518,-93.34173616,1,0,0
Louisiana,US,3/22/20 23:45,32.34569994,-93.05398492,1,0,0
Louisiana,US,3/22/20 23:45,32.82308512,-92.99526883,1,0,0
Louisiana,US,3/22/20 23:45,29.69262097,-91.44702164,1,0,0
Louisiana,US,3/22/20 23:45,30.295064899999996,-92.41419698,0,0,0
Massachusetts,US,3/22/20 23:45,42.48607732,-71.39049229,199,1,0
Massachusetts,US,3/22/20 23:45,42.327951399999996,-71.07850442,126,1,0
Massachusetts,US,3/22/20 23:45,42.16073095,-71.20530408,75,0,0
Massachusetts,US,3/22/20 23:45,42.6687626,-70.94687179,60,0,0
Massachusetts,US,3/22/20 23:45,42.35026951,-71.90493363,37,0,0
Massachusetts,US,3/22/20 23:45,41.94070556,-70.80802823,25,0,0
Massachusetts,US,3/22/20 23:45,41.72980578,-70.28854339,24,0,0
Massachusetts,US,3/22/20 23:45,41.79228404,-71.10872211,24,0,0
Massachusetts,US,3/22/20 23:45,0.0,0.0,24,3,0
Massachusetts,US,3/22/20 23:45,42.37428441,-73.20524838,23,0,0
Massachusetts,US,3/22/20 23:45,42.13440424,-72.63235561,12,0,0
Massachusetts,US,3/22/20 23:45,42.58119713,-72.58602547,6,0,0
Massachusetts,US,3/22/20 23:45,,,6,0,0
Massachusetts,US,3/22/20 23:45,42.33997957,-72.65898478,4,0,0
Massachusetts,US,3/22/20 23:45,,,1,0,0
Texas,US,3/22/20 23:45,32.76670599,-96.77796049999999,131,2,0
Texas,US,3/22/20 23:45,29.85864939,-95.39339521,74,1,0
Texas,US,3/22/20 23:45,30.33432034,-97.78535620000001,62,0,0
Texas,US,3/22/20 23:45,32.77143818,-97.29101614,47,1,0
Texas,US,3/22/20 23:45,29.44928723,-98.52019748,46,1,0
Texas,US,3/22/20 23:45,33.18820114,-96.57264368,38,1,0
Texas,US,3/22/20 23:45,33.20521901,-97.11691153,30,0,0
Texas,US,3/22/20 23:45,29.52704478,-95.77219463,29,0,0
Texas,US,3/22/20 23:45,31.55255453,-97.20217694,16,0,0
Texas,US,3/22/20 23:45,29.18757369,-95.44563172,14,0,0
Texas,US,3/22/20 23:45,30.30079133,-95.50572772,13,0,0
Texas,US,3/22/20 23:45,30.663644800000004,-96.30205577,12,0,0
Texas,US,3/22/20 23:45,29.40167322,-94.90469073,11,0,0
Texas,US,3/22/20 23:45,32.37474036,-95.27175679999999,10,0,0
Texas,US,3/22/20 23:45,31.03736027,-97.4785025,10,0,0
Texas,US,3/22/20 23:45,33.61008596,-101.82047890000001,9,0,0
Texas,US,3/22/20 23:45,30.64655664,-97.60048540000001,9,0,0
Texas,US,3/22/20 23:45,31.76980765,-106.23632749999999,7,0,0
Texas,US,3/22/20 23:45,30.05669873,-98.02944344,7,0,0
Texas,US,3/22/20 23:45,26.14524221,-97.48140372,6,0,0
Texas,US,3/22/20 23:45,27.7610369,-99.33237355,4,0,0
Texas,US,3/22/20 23:45,33.98842886,-98.70410340000001,4,0,0
Texas,US,3/22/20 23:45,28.81955746,-96.01230294,3,1,0
Texas,US,3/22/20 23:45,32.34894117,-96.79371841,3,0,0
Texas,US,3/22/20 23:45,29.8832777,-94.16434171,3,0,0
Texas,US,3/22/20 23:45,33.60771256,-102.3431676,3,0,0
Texas,US,3/22/20 23:45,32.37877812,-97.36615819,2,0,0
Texas,US,3/22/20 23:45,29.80811278,-98.27647225,2,0,0
Texas,US,3/22/20 23:45,30.54579585,-95.98902499,2,0,0
Texas,US,3/22/20 23:45,31.77430356,-98.99907113,2,0,0
Texas,US,3/22/20 23:45,34.96585996,-101.8971322,2,0,0
Texas,US,3/22/20 23:45,34.53016752,-102.2617243,2,0,0
Texas,US,3/22/20 23:45,30.33364686,-94.38931817,2,0,0
Texas,US,3/22/20 23:45,26.39418217,-98.18299696,2,0,0
Texas,US,3/22/20 23:45,28.89333001,-98.52730485,2,0,0
Texas,US,3/22/20 23:45,32.47940482,-94.81591935,1,0,0
Texas,US,3/22/20 23:45,29.38508402,-96.93186692,1,0,0
Texas,US,3/22/20 23:45,33.44626922,-94.41834132,1,0,0
Texas,US,3/22/20 23:45,32.10773545,-94.76176432,1,0,0
Texas,US,3/22/20 23:45,33.59564294,-96.10751083,1,0,0
Texas,US,3/22/20 23:45,29.08101855,-97.35681170000001,1,0,0
Texas,US,3/22/20 23:45,32.56483801,-95.83766469,1,0,0
Texas,US,3/22/20 23:45,31.43052248,-102.5143314,1,0,0
Texas,US,3/22/20 23:45,33.66981763,-95.57404777,1,0,0
Texas,US,3/22/20 23:45,31.86904128,-102.03156820000001,1,0,0
Texas,US,3/22/20 23:45,35.40425596,-102.6027606,1,0,0
Texas,US,3/22/20 23:45,30.785818300000003,-96.97718698,1,0,0
Texas,US,3/22/20 23:45,29.94414155,-98.7113588,1,0,0
Texas,US,3/22/20 23:45,29.58165339,-97.94786822,1,0,0
Texas,US,3/22/20 23:45,29.87788372,-96.92076062,1,0,0
Texas,US,3/22/20 23:45,29.355730100000002,-99.11030298,1,0,0
Texas,US,3/22/20 23:45,29.27765923,-96.22319248,1,0,0
Texas,US,3/22/20 23:45,27.736286,-97.5433285,1,0,0
Texas,US,3/22/20 23:45,32.73706798,-94.93999853,1,0,0
Texas,US,3/22/20 23:45,34.96522957,-102.6054267,1,0,0
Texas,US,3/22/20 23:45,29.70972016,-94.67154501,1,0,0
Texas,US,3/22/20 23:45,30.15152688,-94.81205615,1,0,0
Texas,US,3/22/20 23:45,30.78801353,-98.181887,1,0,0
Texas,US,3/22/20 23:45,30.73872995,-95.57440968,1,0,0
Georgia,US,3/22/20 23:45,33.79216944,-84.46319413,111,2,0
Georgia,US,3/22/20 23:45,33.94243204,-84.5761255,67,2,0
Georgia,US,3/22/20 23:45,34.23732119,-84.83887523,56,1,0
Georgia,US,3/22/20 23:45,33.76944049,-84.22396017,53,0,0
Georgia,US,3/22/20 23:45,31.53328528,-84.21722377,52,6,0
Georgia,US,3/22/20 23:45,0.0,0.0,36,10,0
Georgia,US,3/22/20 23:45,33.96044201,-84.02137802,27,1,0
Georgia,US,3/22/20 23:45,34.24393976,-84.47431861,18,0,0
Georgia,US,3/22/20 23:45,31.779330600000005,-84.14324253,16,0,0
Georgia,US,3/22/20 23:45,33.58138199,-85.07976677,16,0,0
Georgia,US,3/22/20 23:45,33.54187245,-84.35594188,13,0,0
Georgia,US,3/22/20 23:45,33.35777107,-82.07026432,10,0,0
Georgia,US,3/22/20 23:45,34.26268279,-85.21577392,9,1,0
Georgia,US,3/22/20 23:45,33.41357794,-84.49089434,9,1,0
Georgia,US,3/22/20 23:45,33.95436462,-83.37124007,9,0,0
Georgia,US,3/22/20 23:45,34.32207823,-83.81896936,9,0,0
Georgia,US,3/22/20 23:45,30.83568832,-83.27056716,8,0,0
Georgia,US,3/22/20 23:45,33.35334302,-84.76129976,8,0,0
Georgia,US,3/22/20 23:45,33.4533428,-84.14814659999999,7,0,0
Georgia,US,3/22/20 23:45,34.00267074,-85.18677781,4,0,0
Georgia,US,3/22/20 23:45,34.50487351,-84.87296253,4,0,0
Georgia,US,3/22/20 23:45,33.55514538,-83.84547140000001,4,0,0
Georgia,US,3/22/20 23:45,33.03349196,-85.02812115,4,0,0
Georgia,US,3/22/20 23:45,34.22604035,-84.12315129999999,4,0,0
Georgia,US,3/22/20 23:45,33.91969522,-84.86848792,4,0,0
Georgia,US,3/22/20 23:45,32.00043026,-81.12489526,4,0,0
Georgia,US,3/22/20 23:45,33.70291126,-84.77026156,4,0,0
Georgia,US,3/22/20 23:45,33.54534185,-82.263524,3,0,0
Georgia,US,3/22/20 23:45,31.23279254,-81.53811412,3,0,0
Georgia,US,3/22/20 23:45,32.56934316,-83.82937,3,0,0
